sub,region,title_kr,title_en,desc_kr,desc_en,addr_kr,addr_en,route_kr,duration,difficulty,budget_kr,naver_map,kakao_map,web,free,publish_at
3hour,인천 남동,인천 대공원 & 수목원 나들이,Incheon Grand Park & Arboretum Outing,"인천대공원 수목원 나들이 코스
▪ 인천대공원 정문 → 수목원 → 호수공원 → 장미원
▪ 수도권 최대 도시숲 공원
▪ 자전거 대여 (시간당 2,000원) 공원 일주","Incheon Grand Park arboretum outing
▪ Grand Park main gate → arboretum → lake park → rose garden
▪ Largest urban forest park in the Seoul metro area
▪ Bike rental (2,000 KRW/hr) for park tour",무네미로 236,"236 Munemi-ro, Namdong-gu, Incheon",수인·분당선 인천논현역 → 버스 → 인천대공원 (약 20분),2.5시간,easy,무료,https://map.naver.com/v5/search/인천대공원,https://map.kakao.com/link/search/인천대공원,https://www.incheon.go.kr/park,TRUE,
recommend,인천 중구,인천 아라뱃길 수상레저 체험,Incheon Ara Waterway Water Leisure,"인천 아라뱃길 수상레저 체험
▪ 아라뱃길 → 카약·카누·수상자전거 체험
▪ 경인아라뱃길 18km 수상 코스
▪ 아라인천여객터미널 주변 카페 연계","Incheon Ara Waterway water leisure
▪ Ara Waterway → kayak · canoe · water bike experience
▪ Gyeongin Ara Waterway 18km water course
▪ Ara Incheon Passenger Terminal cafes nearby",아라뱃길로 123,"123 Arabaetgil-ro, Seo-gu, Incheon",공항철도 검암역 → 버스 → 아라뱃길 (약 20분),3시간,easy,"30,000~50,000원",https://map.naver.com/v5/search/인천아라뱃길,https://map.kakao.com/link/search/인천아라뱃길,해당없음,FALSE,
3hour,경기 수원,수원 화성 행궁 & 성곽 투어,Suwon Hwaseong Haenggung & Fortress,"수원 화성 행궁 + 성곽 완주 코스
▪ 화성행궁 → 장안문 → 방화수류정 → 팔달문
▪ 유네스코 세계문화유산 성곽 총 5.7km
▪ 화성어차 탑승 (유료) 성곽 일주","Suwon Hwaseong Haenggung Palace + fortress full walk
▪ Haenggung → Janganmun → Banghwasuryu → Paldalmun
▪ UNESCO World Heritage fortress total 5.7km
▪ Hwaseong Eoch'a (tram) fortress tour available (fee)",정조로 825,"825 Jeongjo-ro, Paldal-gu, Suwon-si, Gyeonggi-do",1호선 수원역 2번 출구 → 마을버스 11번 → 화성행궁 (약 15분),3시간,medium,"행궁 입장료 1,500원",https://map.naver.com/v5/search/수원화성행궁,https://map.kakao.com/link/search/수원화성행궁,https://www.swcf.or.kr,TRUE,
3hour,경기 수원,수원 통닭거리 & 나혜석 거리,Suwon Chicken Street & Nahyeseok Street,"수원 왕갈비통닭거리 + 나혜석 거리
▪ 수원 왕갈비통닭 원조 골목 → 나혜석 문화거리
▪ 수원의 대표 야식 · 오후 5시 이후 운영
▪ 수원 로데오거리 쇼핑 연계","Suwon galbi-style whole chicken alley + Nahyeseok Street
▪ Original galbi-style chicken alley → Nahyeseok cultural street
▪ Suwon's signature late-night food · opens after 5pm
▪ Suwon Rodeo Street shopping connection",정조로 776번길 일대,"Jeongjo-ro 776-beongil area, Paldal-gu, Suwon-si",1호선 수원역 9번 출구 → 도보 10분 → 통닭거리,2시간,easy,"통닭 1마리 20,000~25,000원",https://map.naver.com/v5/search/수원+통닭거리,https://map.kakao.com/link/search/수원+통닭거리,해당없음,TRUE,
recommend,경기 용인,한국민속촌 전통 문화 탐방,Korean Folk Village Traditional Culture Tour,"용인 한국민속촌 전통 문화 체험
▪ 조선시대 전통 마을 재현 · 260여 채 건물
▪ 전통 혼례·민속놀이·공예 체험
▪ 사계절 테마 공연 운영","Yongin Korean Folk Village traditional culture
▪ Joseon-era traditional village recreation · 260+ buildings
▪ Traditional wedding · folk games · craft experience
▪ Four-season themed performances",민속촌로 90,"90 Minsokchon-ro, Giheung-gu, Yongin-si, Gyeonggi-do",1호선 수원역 → 37번 버스 → 민속촌 (약 30분),4시간,easy,"성인 25,000원",https://map.naver.com/v5/search/한국민속촌,https://map.kakao.com/link/search/한국민속촌,https://www.koreanfolk.co.kr,TRUE,
1day,경기 용인,에버랜드 하루 완전 공략,Everland Full Day Guide,"에버랜드 하루 완전 공략 코스
▪ 10시 오픈 → T익스프레스·롤링 엑스트라 우선 탑승
▪ 사파리월드 → 로스트밸리 → 플라워랜드
▪ 온라인 사전 예매 필수 (현장 대비 20~30% 할인)","Everland full-day complete guide
▪ 10am open → T-Express · Rolling X-Train first
▪ Safari World → Lost Valley → Flower Land
▪ Online advance booking required (20–30% off vs on-site)",에버랜드로 199,"199 Everland-ro, Pogok-eup, Cheoin-gu, Yongin-si, Gyeonggi-do",신분당선 수지구청역 → 에버랜드 셔틀버스 (약 30분),8시간,easy,"성인 62,000원~",https://map.naver.com/v5/search/에버랜드,https://map.kakao.com/link/search/에버랜드,https://www.everland.com,FALSE,
3hour,경기 화성,제부도 & 매바위 해안 코스,Jebu Island & Maebawi Coastal Course,"화성 제부도 해안 탐방 코스
▪ 제부도 입구 → 매바위 → 제부도 해안 산책로
▪ 하루 2회 바닷길 열리는 '한국의 모세의 기적'
▪ 물때 시간 확인 필수 (물때표 앱 사용)","Hwaseong Jebu Island coastal exploration
▪ Jebu Island entrance → Maebawi Rock → coastal trail
▪ 'Korea's Moses Miracle' — sea road opens twice daily
▪ Must check tide schedule (use tide app)",서신면 제부리 일대,"Jebu-ri, Seosin-myeon, Hwaseong-si, Gyeonggi-do",서울 수원 → 버스 330번 → 제부도 입구 (약 1시간 30분),3시간,easy,무료,https://map.naver.com/v5/search/제부도,https://map.kakao.com/link/search/제부도,해당없음,TRUE,
3hour,경기 성남,판교 현대백화점 & 카카오 스페이스닷원,Pangyo Hyundai Department & Kakao Space.1,"판교 테크노밸리 & 쇼핑 코스
▪ 현대백화점 판교점 → 카카오 스페이스닷원 외관 관람
▪ IT·스타트업 밀집 판교 테크노밸리
▪ 스타필드 하남 연계 가능","Pangyo Techno Valley & shopping
▪ Hyundai Department Pangyo → Kakao Space.1 exterior viewing
▪ IT & startup hub Pangyo Techno Valley
▪ Starfield Hanam connection available",판교역로 146번길 20,"20 Pangyoyeok-ro 146beon-gil, Bundang-gu, Seongnam-si, Gyeonggi-do",신분당선 판교역 1번 출구 → 도보 5분 → 현대백화점 판교점,2시간,easy,무료 (쇼핑 별도),https://map.naver.com/v5/search/판교+현대백화점,https://map.kakao.com/link/search/판교+현대백화점,해당없음,TRUE,
recommend,경기 안성,안성 팜랜드 & 목장 체험,Anseong Farmland Ranch Experience,"안성 팜랜드 목장 나들이
▪ 양·알파카 먹이주기 → 목장 트레킹 → 치즈 만들기
▪ 한국관광 100선 선정
▪ 넓은 초원 · 유럽풍 목장 풍경","Anseong Farmland ranch outing
▪ Sheep & alpaca feeding → ranch trekking → cheese making
▪ Korea Tourism 100 Attractions selected
▪ Wide meadows · European-style ranch scenery",공도읍 대신두길 28,"28 Daeshindu-gil, Gongdo-eup, Anseong-si, Gyeonggi-do",동서울터미널 → 안성 시외버스 (약 1시간) → 안성 팜랜드 택시,4시간,easy,"성인 12,000원",https://map.naver.com/v5/search/안성팜랜드,https://map.kakao.com/link/search/안성팜랜드,https://www.nhasfarmland.com,TRUE,
3hour,경기 광주,남한산성 역사 산책,Namhansanseong Fortress History Walk,"남한산성 세계문화유산 역사 탐방
▪ 남한산성 서문 → 남문 → 수어장대 → 행궁터
▪ 유네스코 세계문화유산 (2014년 등재)
▪ 벚꽃·단풍 시즌 특히 아름다움","Namhansanseong UNESCO fortress history walk
▪ West Gate → South Gate → Sueo Jangdae → Haenggung site
▪ UNESCO World Heritage Site (inscribed 2014)
▪ Especially beautiful during cherry blossom & fall foliage",남한산성면 남한산성로 731,"731 Namhansanseong-ro, Namhansanseong-myeon, Gwangju-si, Gyeonggi-do",8호선 산성역 2번 출구 → 9번 버스 → 남한산성 (약 20분),3시간,medium,무료,https://map.naver.com/v5/search/남한산성,https://map.kakao.com/link/search/남한산성,https://www.gg.go.kr/namhansanseong,TRUE,
3hour,경기 이천,이천 도자기 마을 & 설봉공원,Icheon Ceramics Village & Seolbong Park,"이천 도예 마을 + 설봉공원 코스
▪ 사기막골 도예마을 → 설봉공원 → 이천도자예술마을
▪ 전국 도자기 생산 1번지 · 국제도자기엑스포 개최지
▪ 공방 직접 방문 후 도예 체험 가능","Icheon pottery village + Seolbong Park
▪ Sagimak-gol ceramic village → Seolbong Park → Icheon Ceramic Arts Village
▪ Korea's #1 pottery production hub · International Ceramics Expo venue
▪ Workshop visits with hands-on pottery experience",신둔면 도자예술로 75,"75 Dojayesul-ro, Sindun-myeon, Icheon-si, Gyeonggi-do",동서울터미널 → 이천 시외버스 (약 1시간) → 택시 10분 → 도예마을,3시간,easy,"도자기 체험 20,000~40,000원",https://map.naver.com/v5/search/이천+도자기마을,https://map.kakao.com/link/search/이천+도자기마을,해당없음,TRUE,
recommend,경기 하남,스타필드 하남 & 미사리 한강변,Starfield Hanam & Misa Han River,"하남 스타필드 + 미사리 한강변 코스
▪ 스타필드 하남 (국내 최대 복합쇼핑몰) → 미사 한강공원
▪ 아쿠아필드 워터파크 연계 (유료)
▪ 미사리 조정경기장 한강뷰 산책","Hanam Starfield + Misa Han River course
▪ Starfield Hanam (Korea's largest mall complex) → Misa Hangang Park
▪ Aqua Field water park connection (fee)
▪ Misa Rowing Course Han River view walk",미사대로 750,"750 Misa-daero, Hanam-si, Gyeonggi-do",5호선 하남미사역 1번 출구 → 도보 10분 → 스타필드 하남,4시간,easy,무료 (쇼핑·식사 별도),https://map.naver.com/v5/search/스타필드하남,https://map.kakao.com/link/search/스타필드하남,https://www.starfield.co.kr/hanam,TRUE,
3hour,경기 가평,가평 쁘띠프랑스 & 이탈리아마을,Gapyeong Petite France & Italy Village,"가평 유럽풍 테마파크 코스
▪ 쁘띠프랑스 → 이탈리아마을 피노키오
▪ 드라마 '별에서 온 그대' 촬영지
▪ 남이섬 연계 당일 코스 최적","Gapyeong European-style theme park
▪ Petite France → Italy Village Pinocchio
▪ 'My Love from the Star' drama filming location
▪ Best combined with Nami Island day trip",청평면 호반로 1063,"1063 Hoban-ro, Cheongpyeong-myeon, Gapyeong-gun, Gyeonggi-do",경춘선 청평역 → 버스 → 쁘띠프랑스 (약 30분),2시간,easy,"성인 12,000원",https://map.naver.com/v5/search/쁘띠프랑스,https://map.kakao.com/link/search/쁘띠프랑스,https://www.pfcamp.com,TRUE,
recommend,경기 여주,여주 도자기 프리미엄 아울렛 & 강변유원지,Yeoju Ceramics Premium Outlet & Riverside,"여주 프리미엄아울렛 + 강변유원지 코스
▪ 여주 프리미엄아울렛 (국내 최대 아울렛 중 하나)
▪ 남한강 여주 강변유원지 산책
▪ 신륵사 연계 문화 탐방 가능","Yeoju Premium Outlets + riverfront park
▪ Yeoju Premium Outlets (one of Korea's largest)
▪ Namhangang Yeoju Riverside Park walk
▪ Silleuksa Temple cultural visit connection",명품로 360,"360 Myeongpum-ro, Yeoju-si, Gyeonggi-do",경강선 여주역 → 버스 → 프리미엄아울렛 (약 15분),4시간,easy,무료 (쇼핑 별도),https://map.naver.com/v5/search/여주프리미엄아울렛,https://map.kakao.com/link/search/여주프리미엄아울렛,https://www.premiumoutlets.co.kr/yeoju,FALSE,
3hour,경기 평택,평택 미군기지 주변 & 쉐이크쉑 평택점,Pyeongtaek US Base Area & Shake Shack,"평택 K-6·험프리스 기지 주변 탐방
▪ 미군 문화 녹아든 평택 안정리 거리
▪ 국내 최초 쉐이크쉑 정통 미국식 버거
▪ 다국적 음식·바 문화 체험","Pyeongtaek Camp Humphreys area exploration
▪ US military culture-infused Anjeongnri street
▪ Authentic American burgers & first Shake Shack
▪ Multicultural food & bar culture experience",안정리 안정로 일대,"Anjeongnri street area, Pyeongtaek-si, Gyeonggi-do",1호선 서정리역 → 버스 → 안정리 (약 15분),2시간,easy,"식비 15,000원~",https://map.naver.com/v5/search/평택+안정리,https://map.kakao.com/link/search/평택+안정리,해당없음,TRUE,
recommend,경기 안산,안산 대부도 바지락 칼국수 & 해안 드라이브,Ansan Daebudo Clam Noodle & Coastal Drive,"대부도 바지락 칼국수 + 해안 드라이브 코스
▪ 시화방조제 → 대부도 → 바지락 칼국수 골목
▪ 서해안 갯벌 광경 · 선감역사박물관 연계
▪ 자동차 드라이브 코스 추천","Daebudo clam kalguksu + coastal drive
▪ Sihwa Dike → Daebudo Island → clam kalguksu alley
▪ West Sea tidal flat scenery · Sungam History Museum nearby
▪ Recommended as a car drive course",대부황금로 일대,"Daebuhwanggeum-ro area, Danwon-gu, Ansan-si, Gyeonggi-do",4호선 안산역 → 790번 버스 → 대부도 (약 1시간),3시간,easy,"바지락칼국수 10,000~15,000원",https://map.naver.com/v5/search/대부도+바지락칼국수,https://map.kakao.com/link/search/대부도+바지락칼국수,해당없음,TRUE,
3hour,경기 오산,독산성 & 세마대 역사 탐방,Doksan Fortress & Sema Pavilion History,"오산 독산성 역사 탐방 코스
▪ 독산성 → 세마대 → 오산천 생태공원
▪ 임진왜란 권율 장군 방어 거점
▪ 성곽 정상 오산 시내 조망 탁월","Osan Doksan Fortress history exploration
▪ Doksan Fortress → Sema Pavilion → Oson Stream Eco Park
▪ General Gwon Yul's defense base during Imjin War
▪ Excellent Osan city views from fortress summit",지곶동 산 34-1,"San 34-1, Jigok-dong, Osan-si, Gyeonggi-do",1호선 세마역 1번 출구 → 도보 20분 → 독산성 입구,2시간,medium,무료,https://map.naver.com/v5/search/독산성,https://map.kakao.com/link/search/독산성,해당없음,TRUE,
recommend,경기 광명,광명동굴 & 광명 새우튀김 거리,Gwangmyeong Cave & Shrimp Fritter Street,"광명동굴 + 새우튀김 거리 코스
▪ 광명동굴 (폐금속광산 → 테마파크) → 새우튀김 거리
▪ 동굴 내부 와인동굴·황금폭포 포토존
▪ 새우튀김 거리 1인분 5,000원 가성비 최고","Gwangmyeong Cave + shrimp fritter street
▪ Gwangmyeong Cave (abandoned mine → theme park) → Shrimp Fritter Street
▪ Wine cave & golden waterfall photo spots inside
▪ Shrimp fritter street 5,000 KRW per portion",가학로85번길 142,"142 Gahak-ro 85beon-gil, Gwangmyeong-si, Gyeonggi-do",7호선 철산역 2번 출구 → 17번 버스 → 광명동굴 (약 20분),3시간,easy,"동굴 입장료 6,000원",https://map.naver.com/v5/search/광명동굴,https://map.kakao.com/link/search/광명동굴,https://www.gm.go.kr/cv,TRUE,
3hour,경기 성남,분당 정자동 카페거리 & 탄천 산책,Bundang Jeongja-dong Cafe Street & Tancheon Walk,"분당 정자동 카페거리 + 탄천 산책 코스
▪ 정자역 → 정자동 카페거리 → 탄천 둔치 산책
▪ 스타트업·IT 종사자 밀집 · 트렌디 카페
▪ 판교·수내동 연계 가능","Bundang Jeongja-dong cafe street + Tancheon riverside walk
▪ Jeongja Station → Jeongja-dong cafe street → Tancheon riverside
▪ Startup & IT worker hub · trendy cafes
▪ Connects to Pangyo & Sunae-dong",정자일로 248번길 일대,"Jeongja-illo 248beon-gil area, Bundang-gu, Seongnam-si, Gyeonggi-do",신분당선 정자역 4번 출구 → 도보 3분 → 정자동 카페거리,2시간,easy,"음료 7,000원~",https://map.naver.com/v5/search/정자동+카페거리,https://map.kakao.com/link/search/정자동+카페거리,해당없음,TRUE,
recommend,경기 과천,서울대공원 & 국립현대미술관 과천,Seoul Grand Park & MMCA Gwacheon,"과천 서울대공원 + 국립현대미술관 코스
▪ 서울대공원 동물원 → 국립현대미술관 과천관
▪ 수도권 최대 동물원 · 미술관 무료 상설전
▪ 서울랜드 연계 (별도 입장료)","Gwacheon Seoul Grand Park + MMCA
▪ Seoul Zoo → National Museum of Modern Art Gwacheon
▪ Capital's largest zoo · free permanent exhibitions at MMCA
▪ Seoul Land connection (separate fee)",대공원광장로 102,"102 Daegongwon Gwangjang-ro, Gwacheon-si, Gyeonggi-do",4호선 대공원역 2번 출구 → 도보 5분 → 서울대공원,4시간,easy,"동물원 성인 5,000원",https://map.naver.com/v5/search/서울대공원,https://map.kakao.com/link/search/서울대공원,https://grandpark.seoul.go.kr,TRUE,
